00.000,18.209,33.103,45.284,55.248,63.397,70.062,75.513,79.972,83.619,86.602,89.042,91.037,92.669,94.004
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,07.040,23.353,35.619,46.232,59.047,66.067,71.401,75.714,79.235,82.114,84.469,86.395,87.970,89.258
00.000,06.871,22.926,34.565,45.605,57.662,65.129,70.474,74.672,78.226,80.996,83.406,85.313,86.872,88.147
00.000,02.000,22.413,33.953,44.812,53.244,64.195,69.487,73.645,77.162,79.905,82.291,84.178,85.721,86.984
00.000,-01.636,22.477,35.526,46.018,54.440,64.635,70.318,74.522,77.984,80.731,83.061,84.936,86.465,87.715
00.000,-01.266,31.032,44.278,54.151,62.208,68.797,74.186,78.594,82.199,85.148,87.560,89.533,91.146,92.466
00.000,-02.363,19.355,42.194,52.144,60.109,66.623,71.951,76.309,79.873,82.788,85.173,87.123,88.718,90.023
00.000,05.964,22.644,34.553,50.789,59.149,65.641,70.910,75.214,78.734,81.613,83.968,85.894,87.469,88.758
00.000,06.740,23.672,35.599,46.552,59.220,65.202,71.050,74.663,78.778,80.881,83.947,85.853,87.405,88.682
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-03.342,16.562,33.702,44.082,52.422,61.067,68.135,72.300,75.727,78.447,80.753,82.609,84.123,85.360
00.000,-01.164,12.618,43.259,53.210,61.174,67.689,73.017,77.374,80.939,83.854,86.238,88.189,89.784,91.088
00.000,-01.389,11.872,40.957,52.334,60.210,66.652,71.920,76.230,79.755,82.637,84.995,86.924,88.501,89.791
00.000,-03.156,20.270,33.827,50.468,58.305,64.681,69.892,74.154,77.639,80.490,82.821,84.728,86.288,87.564
00.000,03.367,22.528,34.940,46.384,57.576,64.373,70.053,73.731,77.694,79.892,82.800,84.725,86.225,87.522
00.000,03.787,19.002,35.243,46.530,57.259,64.626,69.958,73.881,77.479,79.973,82.479,84.742,85.895,87.507
00.000,04.910,18.898,32.412,45.642,56.060,63.453,68.934,72.834,76.392,78.863,81.340,83.489,84.714,86.220
00.000,-01.276,-01.373,42.248,52.306,60.182,66.623,71.891,76.200,79.724,82.606,84.964,86.892,88.470,89.760
00.000,-02.007,00.050,39.887,51.637,59.433,65.810,71.026,75.292,78.781,81.634,83.968,85.878,87.439,88.716
00.000,-03.028,02.215,33.931,50.844,58.567,64.880,70.043,74.265,77.719,80.544,82.855,84.744,86.290,87.554
00.000,-03.025,18.831,33.166,45.252,56.660,62.963,68.131,71.936,75.727,78.041,80.808,82.751,84.214,85.517
00.000,-02.722,18.557,32.239,45.758,56.480,63.641,68.933,72.798,76.392,78.823,81.345,83.503,84.723,86.235
00.000,05.130,19.951,33.173,45.620,56.553,63.559,69.135,72.926,76.638,78.878,81.536,83.259,84.877,85.944
00.000,-01.070,-01.529,41.540,51.498,59.294,65.671,70.886,75.152,78.641,81.495,83.829,85.738,87.299,88.576
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-03.773,15.374,30.666,42.707,54.567,61.645,66.912,70.734,74.300,76.692,79.197,81.290,82.538,83.991
00.000,-02.826,19.108,32.421,44.693,55.622,62.567,68.054,71.813,75.469,77.707,80.319,82.065,83.627,84.725
00.000,-01.102,-01.560,40.759,50.604,58.312,64.617,69.774,73.992,77.442,80.264,82.571,84.459,86.003,87.266
00.000,-01.153,-01.587,40.074,49.818,57.450,63.692,68.797,72.973,76.388,79.182,81.466,83.335,84.864,86.114
00.000,-01.606,-01.614,39.397,49.044,56.599,62.779,67.833,71.967,75.348,78.113,80.375,82.225,83.739,84.976
00.000,-02.693,-01.640,29.082,48.280,55.760,61.877,66.881,70.974,74.321,77.059,79.298,81.130,82.628,83.853
00.000,-02.826,-00.555,30.209,42.725,54.928,61.090,66.073,69.996,73.433,75.901,78.352,80.376,81.665,83.048
00.000,-02.826,01.552,31.711,43.882,54.844,61.635,67.012,70.753,74.347,76.590,79.156,80.915,82.432,83.551
